,value,total_seconds,type,date
8992,YAML,25.207,languages,2021-05-16
8995,C#,12739.498,languages,2021-05-22
8996,YAML,2875.393383,languages,2021-05-22
8997,Other,2702.578,languages,2021-05-22
8998,Markdown,1416.058,languages,2021-05-22
8999,XML,348.069617,languages,2021-05-22
9000,JSON,87.809,languages,2021-05-22
9016,C#,13005.065,languages,2021-05-03
9017,Markdown,1756.932,languages,2021-05-03
9018,Other,1300.888,languages,2021-05-03
9019,JSON,786.729,languages,2021-05-03
9020,YAML,64.288,languages,2021-05-03
9021,Git Config,21.354,languages,2021-05-03
9026,YAML,0.0,languages,2021-05-24
9029,YAML,1114.79997,languages,2021-05-29
9030,XML,560.434413,languages,2021-05-29
9031,SQL,295.138616,languages,2021-05-29
9032,Python,26.530709,languages,2021-05-29
9033,Markdown,14.123258,languages,2021-05-29
9040,Markdown,4224.394,languages,2021-01-28
9041,Go,1837.53,languages,2021-01-28
9042,YAML,1834.349,languages,2021-01-28
9043,XML,1143.386,languages,2021-01-28
9044,C#,797.511,languages,2021-01-28
9045,Other,395.988,languages,2021-01-28
9046,Git Config,133.79,languages,2021-01-28
9047,Nginx configuration file,80.43,languages,2021-01-28
9048,JSON,26.564,languages,2021-01-28
9049,Bash,4.048,languages,2021-01-28
9050,Groff,0.984,languages,2021-01-28
9051,Git,0.713,languages,2021-01-28
9052,Text,0.009,languages,2021-01-28
9060,Go,917.27,languages,2021-01-22
9061,Protocol Buffer,872.793,languages,2021-01-22
9062,C#,189.707,languages,2021-01-22
9063,Git Config,52.662,languages,2021-01-22
9064,XML,31.267,languages,2021-01-22
9065,Markdown,14.975,languages,2021-01-22
9066,Other,2.856,languages,2021-01-22
9067,Bash,0.014,languages,2021-01-22
9075,C#,4273.395598,languages,2021-01-20
9076,Python,2477.93951,languages,2021-01-20
9077,Rust,2239.663055,languages,2021-01-20
9078,Other,1127.2145,languages,2021-01-20
9079,TOML,323.707413,languages,2021-01-20
9080,XML,84.462,languages,2021-01-20
9081,Markdown,75.653,languages,2021-01-20
9082,JSON,60.23181,languages,2021-01-20
9083,Git,38.926,languages,2021-01-20
9084,Git Config,11.198,languages,2021-01-20
9085,Bash,6.886,languages,2021-01-20
9086,Text,1.051,languages,2021-01-20
9087,YAML,0.981,languages,2021-01-20
9088,D,0.104,languages,2021-01-20
9101,Python,5666.503071,languages,2021-01-13
9102,XML,143.346929,languages,2021-01-13
9103,Git Config,0.036,languages,2021-01-13
9108,Python,11571.621,languages,2021-01-25
9109,Markdown,866.292,languages,2021-01-25
9110,JSON,661.952,languages,2021-01-25
9111,CSV,659.425,languages,2021-01-25
9112,Git Config,191.692,languages,2021-01-25
9113,C#,78.041,languages,2021-01-25
9114,YAML,10.212,languages,2021-01-25
9115,Other,3.057,languages,2021-01-25
9116,Bash,0.009,languages,2021-01-25
9121,C#,4581.244,languages,2021-01-19
9122,Markdown,2644.144,languages,2021-01-19
9123,Other,2326.509,languages,2021-01-19
9124,YAML,1896.206,languages,2021-01-19
9125,Groff,373.071,languages,2021-01-19
9126,JSON,122.212,languages,2021-01-19
9127,Text,59.69,languages,2021-01-19
9128,Logos,31.843,languages,2021-01-19
9129,XML,22.039,languages,2021-01-19
9130,Git,7.573,languages,2021-01-19
9131,Git Config,0.063,languages,2021-01-19
9132,Bash,0.001,languages,2021-01-19
9139,Markdown,379.582451,languages,2021-01-27
9140,C#,242.901,languages,2021-01-27
9141,Protocol Buffer,180.482549,languages,2021-01-27
9142,XML,36.338,languages,2021-01-27
9143,Other,32.911,languages,2021-01-27
9144,JSON,7.856,languages,2021-01-27
9145,Git,4.3,languages,2021-01-27
9151,Other,241.136899,languages,2021-01-26
9152,XML,41.538,languages,2021-01-26
9153,C#,29.857982,languages,2021-01-26
9154,Protocol Buffer,8.4,languages,2021-01-26
9155,JSON,1.708,languages,2021-01-26
9156,Markdown,0.224,languages,2021-01-26
9157,Bash,0.003,languages,2021-01-26
9158,Python,0.0,languages,2021-01-26
9159,Go,0.0,languages,2021-01-26
9168,Go,0.267,languages,2021-01-31
9169,Markdown,0.0,languages,2021-01-31
9172,CSV,1903.145209,languages,2021-01-06
9173,Python,1869.103318,languages,2021-01-06
9174,Other,96.648403,languages,2021-01-06
9175,Text,70.140697,languages,2021-01-06
9176,JavaScript,8.928,languages,2021-01-06
9177,C#,7.187,languages,2021-01-06
9178,TypeScript,5.426,languages,2021-01-06
9179,JSON,0.779,languages,2021-01-06
9180,Git,0.079,languages,2021-01-06
9181,Bash,0.004,languages,2021-01-06
9187,C#,5172.275,languages,2021-01-09
9188,JSON,1180.968,languages,2021-01-09
9189,Other,502.863,languages,2021-01-09
9190,Git,0.821,languages,2021-01-09
9191,Git Config,0.328,languages,2021-01-09
9192,Bash,0.216,languages,2021-01-09
9193,YAML,0.056,languages,2021-01-09
9197,C#,19241.522,languages,2021-01-12
9198,Protocol Buffer,1411.431,languages,2021-01-12
9199,Other,876.793,languages,2021-01-12
9200,XML,383.058,languages,2021-01-12
9201,Markdown,227.312,languages,2021-01-12
9202,Git,164.562,languages,2021-01-12
9203,YAML,110.837,languages,2021-01-12
9204,JSON,69.423,languages,2021-01-12
9205,Text,38.857,languages,2021-01-12
9206,Git Config,2.215,languages,2021-01-12
9207,JavaScript,2.001,languages,2021-01-12
9208,Bash,0.0,languages,2021-01-12
9214,C#,2562.183,languages,2021-01-08
9215,YAML,39.202,languages,2021-01-08
9216,Other,4.346,languages,2021-01-08
9217,Git,1.061,languages,2021-01-08
9218,JavaScript,0.13,languages,2021-01-08
9223,CSV,15158.978983,languages,2021-01-07
9224,Python,2333.619648,languages,2021-01-07
9225,Text,916.864239,languages,2021-01-07
9226,Other,660.025746,languages,2021-01-07
9227,C#,642.108,languages,2021-01-07
9228,YAML,541.711416,languages,2021-01-07
9229,XML,124.868,languages,2021-01-07
9230,JSON,0.881,languages,2021-01-07
9231,JavaScript,0.197,languages,2021-01-07
9232,Git,0.08,languages,2021-01-07
9233,Markdown,0.005,languages,2021-01-07
9234,Bash,0.004,languages,2021-01-07
9241,C#,5869.69,languages,2021-01-29
9242,Markdown,2938.91345,languages,2021-01-29
9243,YAML,2653.528332,languages,2021-01-29
9244,Other,405.787,languages,2021-01-29
9245,Go,79.229,languages,2021-01-29
9246,Git,60.756,languages,2021-01-29
9247,XML,51.024,languages,2021-01-29
9248,JSON,23.005,languages,2021-01-29
9249,Groff,13.623,languages,2021-01-29
9250,Text,2.04,languages,2021-01-29
9251,Bash,0.003,languages,2021-01-29
9260,C#,7008.722,languages,2021-01-21
9261,Other,2476.008198,languages,2021-01-21
9262,YAML,1941.309131,languages,2021-01-21
9263,JSON,871.48,languages,2021-01-21
9264,Markdown,734.305,languages,2021-01-21
9265,Git,446.717,languages,2021-01-21
9266,XML,325.098,languages,2021-01-21
9267,Text,114.711,languages,2021-01-21
9268,Git Config,85.707671,languages,2021-01-21
9269,Bash,0.009,languages,2021-01-21
9270,Python,0.0,languages,2021-01-21
9280,Markdown,2398.085278,languages,2021-01-30
9281,YAML,1615.100172,languages,2021-01-30
9282,Smarty,950.719962,languages,2021-01-30
9283,C#,583.84,languages,2021-01-30
9284,Other,19.31489,languages,2021-01-30
9285,Text,14.017644,languages,2021-01-30
9286,Git,0.833,languages,2021-01-30
9287,Go,0.571,languages,2021-01-30
9288,CSV,0.006,languages,2021-01-30
9289,HTML,0.006,languages,2021-01-30
9290,Bash,0.001,languages,2021-01-30
9291,R,0.001,languages,2021-01-30
9297,C#,3085.048,languages,2021-01-05
9298,YAML,217.433,languages,2021-01-05
9299,JSON,152.901,languages,2021-01-05
9300,Other,86.397,languages,2021-01-05
9301,Git,3.415,languages,2021-01-05
9302,Markdown,0.011,languages,2021-01-05
9303,Git Config,0.007,languages,2021-01-05
9304,Text,0.003,languages,2021-01-05
9305,Bash,0.001,languages,2021-01-05
9310,Markdown,53.744777,languages,2021-01-14
9311,YAML,0.0,languages,2021-01-14
9315,C#,1184.067,languages,2021-02-17
9318,C#,10082.431502,languages,2021-02-18
9319,YAML,1991.626498,languages,2021-02-18
9320,Other,1787.181,languages,2021-02-18
9321,XML,791.921,languages,2021-02-18
9322,Markdown,748.491,languages,2021-02-18
9323,Git Config,3.715,languages,2021-02-18
9324,JSON,0.004,languages,2021-02-18
9333,C#,5007.999,languages,2021-02-04
9334,YAML,1124.502,languages,2021-02-04
9335,Other,986.985,languages,2021-02-04
9336,Markdown,817.864,languages,2021-02-04
9337,Git Config,2.965,languages,2021-02-04
9338,Go,0.644,languages,2021-02-04
9343,C#,2566.029,languages,2021-02-10
9344,Other,2519.549,languages,2021-02-10
9345,Markdown,525.877,languages,2021-02-10
9346,YAML,99.099,languages,2021-02-10
9347,Git Config,12.161,languages,2021-02-10
9348,JSON,0.14,languages,2021-02-10
9356,C#,2.593,languages,2021-02-26
9357,YAML,0.0,languages,2021-02-26
9362,Rust,3757.542,languages,2021-02-08
9363,Markdown,937.052,languages,2021-02-08
9364,CSV,478.17,languages,2021-02-08
9365,XML,92.858,languages,2021-02-08
9366,JSON,10.346,languages,2021-02-08
9367,Other,0.028,languages,2021-02-08
9370,C#,10010.93133,languages,2021-02-25
9371,Markdown,2396.540157,languages,2021-02-25
9372,YAML,713.051733,languages,2021-02-25
9373,Other,595.98,languages,2021-02-25
9374,JSON,479.644542,languages,2021-02-25
9375,TypeScript,106.220029,languages,2021-02-25
9376,HTML,52.378099,languages,2021-02-25
9377,Git Config,34.459,languages,2021-02-25
9378,XML,0.53,languages,2021-02-25
9387,CSV,0.0,languages,2021-02-23
9390,C#,8004.42,languages,2021-02-12
9391,Protocol Buffer,259.027,languages,2021-02-12
9392,Git Config,122.725,languages,2021-02-12
9393,Markdown,67.73,languages,2021-02-12
9394,Other,58.073,languages,2021-02-12
9395,Git,19.461,languages,2021-02-12
9396,JSON,12.848,languages,2021-02-12
9397,YAML,7.952,languages,2021-02-12
9398,XML,2.756,languages,2021-02-12
9403,C#,7567.884,languages,2021-02-16
9404,JSON,368.184,languages,2021-02-16
9405,Git Config,206.226,languages,2021-02-16
9406,Other,201.172,languages,2021-02-16
9407,Markdown,178.049,languages,2021-02-16
9408,XML,17.693,languages,2021-02-16
9409,SQL,7.366,languages,2021-02-16
9410,YAML,0.0,languages,2021-02-16
9419,C#,4175.645,languages,2021-02-05
9420,JavaScript,3417.763,languages,2021-02-05
9421,CSS,456.491,languages,2021-02-05
9422,JSON,215.23,languages,2021-02-05
9423,Other,111.506,languages,2021-02-05
9424,YAML,15.19,languages,2021-02-05
9429,C#,12157.712,languages,2021-02-09
9430,Markdown,2238.228,languages,2021-02-09
9431,Other,948.247,languages,2021-02-09
9432,YAML,95.746,languages,2021-02-09
9433,XML,3.976,languages,2021-02-09
9434,JSON,1.647,languages,2021-02-09
9440,C#,3489.004,languages,2021-02-24
9441,Markdown,2323.884,languages,2021-02-24
9442,Other,1118.986,languages,2021-02-24
9443,YAML,483.903,languages,2021-02-24
9444,XML,33.835,languages,2021-02-24
9445,JSON,0.002,languages,2021-02-24
9451,JavaScript,2908.192,languages,2021-02-15
9452,C#,42.464,languages,2021-02-15
9453,Markdown,31.32,languages,2021-02-15
9454,CSS,7.008,languages,2021-02-15
9455,JSON,0.573,languages,2021-02-15
9456,YAML,0.449,languages,2021-02-15
9461,C#,2254.501,languages,2021-02-03
9462,Git Config,28.503,languages,2021-02-03
9466,C#,3498.572,languages,2021-02-11
9467,Other,937.719,languages,2021-02-11
9468,Markdown,591.234016,languages,2021-02-11
9469,Python,285.633071,languages,2021-02-11
9470,Git Config,26.692,languages,2021-02-11
9476,C#,1946.749634,languages,2021-02-01
9477,YAML,399.636,languages,2021-02-01
9478,Markdown,188.499,languages,2021-02-01
9479,XML,77.077,languages,2021-02-01
9480,JSON,24.649,languages,2021-02-01
9481,Git,16.756,languages,2021-02-01
9482,Other,6.566,languages,2021-02-01
9483,C,2.074235,languages,2021-02-01
9484,Text,1.588,languages,2021-02-01
9485,Groff,0.129,languages,2021-02-01
9486,Protocol Buffer,0.01,languages,2021-02-01
9487,Bash,0.007,languages,2021-02-01
9496,C#,1181.411,languages,2021-02-02
9497,Markdown,19.858,languages,2021-02-02
9498,Git,3.193,languages,2021-02-02
9499,Other,2.344,languages,2021-02-02
9500,YAML,0.342,languages,2021-02-02
9501,JSON,0.017,languages,2021-02-02
9505,Rust,26956.913,languages,2021-06-20
9506,Markdown,1912.947,languages,2021-06-20
9507,YAML,398.746,languages,2021-06-20
9508,TOML,370.573,languages,2021-06-20
9509,Protocol Buffer,39.474,languages,2021-06-20
9513,C#,2953.064,languages,2021-06-16
9514,JSON,1556.001,languages,2021-06-16
9515,Other,1213.920302,languages,2021-06-16
9516,Markdown,1032.66,languages,2021-06-16
9517,YAML,339.653085,languages,2021-06-16
9518,Makefile,127.241613,languages,2021-06-16
9519,Git Config,0.124,languages,2021-06-16
9524,C#,18964.81,languages,2021-06-15
9525,YAML,7775.205,languages,2021-06-15
9526,Other,2698.84,languages,2021-06-15
9527,Markdown,971.635,languages,2021-06-15
9528,Git Config,72.735,languages,2021-06-15
9529,JSON,31.544,languages,2021-06-15
9530,Docker,6.974,languages,2021-06-15
9538,C#,3148.859,languages,2021-06-14
9539,Rust,1027.792,languages,2021-06-14
9540,Markdown,726.516,languages,2021-06-14
9541,Other,537.691,languages,2021-06-14
9542,YAML,275.442,languages,2021-06-14
9543,Protocol Buffer,18.348,languages,2021-06-14
9544,Docker,4.466,languages,2021-06-14
9549,YAML,4908.924125,languages,2021-06-02
9550,Other,9.610592,languages,2021-06-02
9551,JSON,8.092283,languages,2021-06-02
9552,C#,2.227,languages,2021-06-02
9553,Markdown,0.002,languages,2021-06-02
9559,Rust,2567.126,languages,2021-06-23
9560,Markdown,872.597,languages,2021-06-23
9561,Other,175.822,languages,2021-06-23
9562,TOML,40.725,languages,2021-06-23
9563,C#,0.144,languages,2021-06-23
9568,JavaScript,2352.085,languages,2021-06-09
9569,Other,1427.029,languages,2021-06-09
9570,C#,481.691,languages,2021-06-09
9571,YAML,230.993,languages,2021-06-09
9572,HTML,165.693,languages,2021-06-09
9573,Markdown,70.906,languages,2021-06-09
9574,Git Config,25.856,languages,2021-06-09
9575,TypeScript,8.164,languages,2021-06-09
9579,Rust,5646.691,languages,2021-06-24
9580,C#,4956.142,languages,2021-06-24
9581,Markdown,1357.988,languages,2021-06-24
9582,YAML,749.148,languages,2021-06-24
9583,Other,427.004,languages,2021-06-24
9584,JSON,375.43,languages,2021-06-24
9585,TOML,25.945,languages,2021-06-24
9586,Docker,22.761,languages,2021-06-24
9591,Other,34.138597,languages,2021-06-29
9592,Git Config,0.232,languages,2021-06-29
9596,Other,1323.131942,languages,2021-06-01
9597,Python,930.307479,languages,2021-06-01
9598,YAML,865.625614,languages,2021-06-01
9599,C#,1.193,languages,2021-06-01
9600,Markdown,0.36,languages,2021-06-01
9607,Rust,7520.881,languages,2021-06-22
9608,C#,2815.967,languages,2021-06-22
9609,Markdown,848.497,languages,2021-06-22
9610,Other,297.927,languages,2021-06-22
9611,TOML,187.435,languages,2021-06-22
9612,C++,172.172,languages,2021-06-22
9613,JSON,10.661,languages,2021-06-22
9614,Git Config,1.89,languages,2021-06-22
9615,Protocol Buffer,0.001,languages,2021-06-22
9621,Rust,3554.06848,languages,2021-06-21
9622,Batchfile,578.39052,languages,2021-06-21
9623,C++,427.966,languages,2021-06-21
9624,Git Config,11.343,languages,2021-06-21
9625,Protocol Buffer,10.477,languages,2021-06-21
9626,TOML,7.756,languages,2021-06-21
9627,Markdown,6.129,languages,2021-06-21
9633,Rust,22026.198,languages,2021-06-27
9634,Git Config,448.393,languages,2021-06-27
9635,TOML,292.167,languages,2021-06-27
9636,Protocol Buffer,42.454,languages,2021-06-27
9637,Markdown,18.343,languages,2021-06-27
9641,C#,11640.855,languages,2021-06-08
9642,Other,9771.409,languages,2021-06-08
9643,YAML,5098.302,languages,2021-06-08
9644,Markdown,2071.52,languages,2021-06-08
9645,JavaScript,1001.183,languages,2021-06-08
9646,HTML,879.835,languages,2021-06-08
9647,Git Config,175.648,languages,2021-06-08
9648,JSON,15.551,languages,2021-06-08
9649,CSS,4.368,languages,2021-06-08
9650,Docker,1.117,languages,2021-06-08
9664,Rust,29273.723,languages,2021-06-19
9665,TOML,3101.852,languages,2021-06-19
9666,Markdown,1337.217,languages,2021-06-19
9667,YAML,790.201,languages,2021-06-19
9668,Protocol Buffer,348.724,languages,2021-06-19
9669,Other,149.23,languages,2021-06-19
9670,Git Config,53.715,languages,2021-06-19
9671,JSON,46.224,languages,2021-06-19
9675,C#,7011.769,languages,2021-06-10
9676,YAML,1499.342,languages,2021-06-10
9677,Other,591.93,languages,2021-06-10
9678,JSON,371.142,languages,2021-06-10
9679,Markdown,308.662,languages,2021-06-10
9680,Docker,31.103,languages,2021-06-10
9681,Protocol Buffer,15.524,languages,2021-06-10
9682,Git Config,1.412,languages,2021-06-10
9686,C#,10399.201,languages,2021-06-17
9687,Markdown,2048.342,languages,2021-06-17
9688,Docker,1523.505,languages,2021-06-17
9689,JSON,1112.077,languages,2021-06-17
9690,YAML,713.976,languages,2021-06-17
9691,Other,337.118,languages,2021-06-17
9695,C#,7493.654,languages,2021-06-11
9696,Markdown,219.441,languages,2021-06-11
9697,Other,120.669,languages,2021-06-11
9698,Git Config,115.841,languages,2021-06-11
9702,C#,6361.674,languages,2021-06-03
9703,Other,2343.024,languages,2021-06-03
9704,Markdown,1058.255,languages,2021-06-03
9705,YAML,591.308,languages,2021-06-03
9706,JSON,84.809,languages,2021-06-03
9707,Git Config,67.452,languages,2021-06-03
9712,C#,0.276,languages,2021-06-25
9715,C#,8486.585,languages,2021-06-18
9716,Rust,3917.277,languages,2021-06-18
9717,Markdown,944.457,languages,2021-06-18
9718,Other,627.06,languages,2021-06-18
9719,YAML,615.262,languages,2021-06-18
9720,TOML,550.313,languages,2021-06-18
9721,Git Config,20.06,languages,2021-06-18
9731,Rust,19757.942,languages,2021-06-13
9732,Markdown,1867.539,languages,2021-06-13
9733,Protocol Buffer,1443.086,languages,2021-06-13
9734,TOML,668.61,languages,2021-06-13
9735,Git Config,24.344,languages,2021-06-13
9736,JSON,22.797,languages,2021-06-13
9739,C#,3986.367,languages,2021-09-29
9740,Markdown,865.161,languages,2021-09-29
9741,YAML,328.972,languages,2021-09-29
9742,Other,0.204,languages,2021-09-29
9747,Other,2675.471,languages,2021-09-23
9748,YAML,2181.192,languages,2021-09-23
9749,C#,1217.417,languages,2021-09-23
9750,Docker,528.923,languages,2021-09-23
9751,Markdown,84.367,languages,2021-09-23
9755,C#,1646.823,languages,2021-09-30
9756,Markdown,1314.699,languages,2021-09-30
9757,Other,775.957,languages,2021-09-30
9758,YAML,134.475,languages,2021-09-30
9759,XML,3.914,languages,2021-09-30
9765,C#,1711.501056,languages,2021-09-11
9768,C#,8616.746,languages,2021-09-07
9769,Markdown,566.949,languages,2021-09-07
9770,Other,19.832,languages,2021-09-07
9771,XML,4.998,languages,2021-09-07
9774,C#,40.517,languages,2021-09-28
